name,probability
alcaraz c.,0.08078003859202318
medvedev d.,0.06970758533292125
djokovic n.,0.06851380885336648
sinner j.,0.05538450304333613
rublev a.,0.05284008447447838
norrie c.,0.04632884750441305
tsitsipas s.,0.04573918237402857
fritz t.,0.03739191054341776
ruud c.	,0.03605612647225961
zverev a.,0.034868941974926265
alcaraz c.,0.0807721697226938
medvedev d.,0.06971519427258134
djokovic n.,0.06858169695971997
sinner j.,0.05536507564564765
rublev a.,0.05279917903881431
norrie c.,0.04637373818193339
tsitsipas s.,0.04576227819797766
fritz t.,0.03736671076782621
ruud c.	,0.03596152693030333
zverev a.,0.034923550131693036
alcaraz c.,0.08078497550795698
medvedev d.,0.06970993018173398
djokovic n.,0.06851425253511224
sinner j.,0.05538822904719603
rublev a.,0.05282529038142166
norrie c.,0.04632599374311183
tsitsipas s.,0.04576630089274222
fritz t.,0.0374035475037955
ruud c.	,0.0360302902230214
zverev a.,0.03489100422649003
alcaraz c.,0.08079049482075343
medvedev d.,0.06971787666354191
djokovic n.,0.06851738828195074
sinner j.,0.05538455209569301
rublev a.,0.05283878116390655
norrie c.,0.046333398471000355
tsitsipas s.,0.045737181869823326
fritz t.,0.037359257383912624
ruud c.	,0.036035303018687355
zverev a.,0.03489223405649847
alcaraz c.,0.08078372301211953
medvedev d.,0.06973249904030906
djokovic n.,0.06856026902927309
sinner j.,0.055361860945566034
rublev a.,0.05280182324209538
norrie c.,0.046357821681696054
tsitsipas s.,0.04578023798468456
fritz t.,0.037377357366138626
ruud c.	,0.03598609675087413
zverev a.,0.03490939199599815
alcaraz c.,0.08078345172065488
medvedev d.,0.06971777264148354
djokovic n.,0.06854658280202473
sinner j.,0.05535596560095182
rublev a.,0.052805565666418655
norrie c.,0.04635692854577599
tsitsipas s.,0.045792947402705494
fritz t.,0.0373644648647817
ruud c.	,0.03599290330333959
zverev a.,0.034893506349201894
alcaraz c.,0.0807939088214212
medvedev d.,0.06969107218146188
djokovic n.,0.0685290372370245
sinner j.,0.055409383528193266
rublev a.,0.05278863045459242
norrie c.,0.046333807404514864
tsitsipas s.,0.04577581812908854
fritz t.,0.037380663243878634
ruud c.	,0.036009563383507
zverev a.,0.03490302522720336
alcaraz c.,0.08079438567258902
medvedev d.,0.06972374521805443
djokovic n.,0.0685582519215864
sinner j.,0.05533217671511409
rublev a.,0.05283709687622631
norrie c.,0.04635968806777415
tsitsipas s.,0.04571442653522236
fritz t.,0.03736364099444057
ruud c.	,0.03599443186428735
zverev a.,0.03488577886907395
alcaraz c.,0.08081061447511736
medvedev d.,0.06973644455911479
djokovic n.,0.06854960468392722
sinner j.,0.05534829724322919
rublev a.,0.05283265054406133
norrie c.,0.046368162553640284
tsitsipas s.,0.045750364539535994
fritz t.,0.037352590899995354
ruud c.	,0.035995732040172465
zverev a.,0.0348935241789948
alcaraz c.,0.08081034233687523
medvedev d.,0.0697272073138512
djokovic n.,0.06856540578135584
sinner j.,0.05536392391435603
rublev a.,0.05282363739986129
norrie c.,0.04633192777854722
tsitsipas s.,0.0457596001927478
fritz t.,0.03739116122418601
ruud c.	,0.03600275053076366
zverev a.,0.03491894800449331
alcaraz c.,0.08081255570332335
medvedev d.,0.0697081129570041
djokovic n.,0.06854897726552216
sinner j.,0.055375546369339446
rublev a.,0.05280974445248809
norrie c.,0.04635172553012811
tsitsipas s.,0.04576302348286197
fritz t.,0.03737121807102055
ruud c.	,0.0360074953838386
zverev a.,0.03490473642276818
alcaraz c.,0.08080811377788814
medvedev d.,0.06968359609480945
djokovic n.,0.06853154418391959
sinner j.,0.0553893447173119
rublev a.,0.05281993592975204
norrie c.,0.04634465763791653
tsitsipas s.,0.04578417455138009
fritz t.,0.03740329994225319
ruud c.	,0.03601234920008126
zverev a.,0.03491038869034262
alcaraz c.,0.08080364808615781
medvedev d.,0.06968768061468482
djokovic n.,0.06853388269019861
sinner j.,0.05538734695235739
rublev a.,0.05281873409948494
norrie c.,0.04635102574142109
tsitsipas s.,0.04578200932470618
fritz t.,0.0374018164719665
ruud c.	,0.03600503473078514
zverev a.,0.034903849048337716
alcaraz c.,0.0808088509347318
medvedev d.,0.06974454003283732
djokovic n.,0.0685563802553025
sinner j.,0.055344585593910464
rublev a.,0.052822705059412375
norrie c.,0.046340992460910606
tsitsipas s.,0.04573565622389266
fritz t.,0.03736532560024425
ruud c.	,0.03599204488008836
zverev a.,0.034898564654781174
alcaraz c.,0.08082569565979414
medvedev d.,0.06968021932752198
djokovic n.,0.06851899597671056
sinner j.,0.055391802657499864
rublev a.,0.05280205209775704
norrie c.,0.04635299950098191
tsitsipas s.,0.04576058089401265
fritz t.,0.03737978920740362
ruud c.	,0.03603203994563158
zverev a.,0.03490197086356317
alcaraz c.,0.08082517494811803
medvedev d.,0.06974425713387195
djokovic n.,0.06853088218247995
sinner j.,0.05535388910234444
rublev a.,0.05281446235672327
norrie c.,0.04638092804800528
tsitsipas s.,0.04575057412730942
fritz t.,0.03736713633744034
ruud c.	,0.036008738761465334
zverev a.,0.03490067446120427
alcaraz c.,0.08081858143043216
medvedev d.,0.0696980155762408
djokovic n.,0.06852943318633618
sinner j.,0.05535245504691825
rublev a.,0.05281632826483855
norrie c.,0.046347610294249365
tsitsipas s.,0.04574806777101043
fritz t.,0.03739463564109533
ruud c.	,0.03599063302974313
zverev a.,0.0349032547056936
alcaraz c.,0.08082260912560535
medvedev d.,0.0697410152817802
djokovic n.,0.06854606298052864
sinner j.,0.05539600507027237
rublev a.,0.05281292362383867
norrie c.,0.046362841657828224
tsitsipas s.,0.04574707436340946
fritz t.,0.03734297070848702
ruud c.	,0.0360037720798589
zverev a.,0.03489484394524605
alcaraz c.,0.08082353948467627
medvedev d.,0.06972406153751443
djokovic n.,0.06855636849530664
sinner j.,0.055421163444340955
rublev a.,0.05281378904561258
norrie c.,0.04637071181937811
tsitsipas s.,0.04574053553136288
fritz t.,0.037375587203490886
ruud c.	,0.036009136557560606
zverev a.,0.03489115539406725
alcaraz c.,0.0808105300776189
medvedev d.,0.06975516335768366
djokovic n.,0.06855738923894537
sinner j.,0.05533131428606219
rublev a.,0.052830641452577334
norrie c.,0.04633823559068592
tsitsipas s.,0.045745966321739585
fritz t.,0.03739441765200753
ruud c.	,0.03601535038151221
zverev a.,0.034904221984315
alcaraz c.,0.08081974649799903
medvedev d.,0.06975459019702167
djokovic n.,0.0686056298929842
sinner j.,0.05534498026589104
rublev a.,0.05281920781187377
norrie c.,0.046419624733979606
tsitsipas s.,0.04572048071224459
fritz t.,0.037343643754181505
ruud c.	,0.03603912826707211
zverev a.,0.034907750173385786
alcaraz c.,0.08079524791560458
medvedev d.,0.06968472016413081
djokovic n.,0.06847739551486218
sinner j.,0.055354693257399154
rublev a.,0.05290131909750969
norrie c.,0.04629640047212226
tsitsipas s.,0.04578333861759572
fritz t.,0.03738967600972784
ruud c.	,0.0359405234678637
zverev a.,0.034864826273217374
alcaraz c.,0.0808398578792006
medvedev d.,0.06972927211601998
djokovic n.,0.06862271334324356
sinner j.,0.05533729594188483
rublev a.,0.05279910408733794
norrie c.,0.04627235411666754
tsitsipas s.,0.04565936125058293
fritz t.,0.037425845711350374
ruud c.	,0.03599620826405872
zverev a.,0.03496266303731452
alcaraz c.,0.08084970387338278
medvedev d.,0.06971852087206823
djokovic n.,0.0685903123347286
sinner j.,0.05534980775962157
rublev a.,0.0528187279532318
norrie c.,0.0463115704576526
tsitsipas s.,0.04564331053932373
fritz t.,0.03747356136957163
ruud c.	,0.03598385062008733
zverev a.,0.03493558549596565
alcaraz c.,0.0808424195126078
medvedev d.,0.0697052021148078
djokovic n.,0.06858086269765168
sinner j.,0.055330508643909
rublev a.,0.05289366420190264
norrie c.,0.04633571860900567
tsitsipas s.,0.04559918012851648
fritz t.,0.03737974259431075
ruud c.	,0.036024048972756025
zverev a.,0.03487782087950728
alcaraz c.,0.08087715664921731
medvedev d.,0.06974701823102879
djokovic n.,0.0685576200163113
sinner j.,0.055401360684889295
rublev a.,0.05278942540917607
norrie c.,0.046414996414004386
tsitsipas s.,0.045744813071823175
fritz t.,0.03731317821738059
ruud c.	,0.03601276079917598
zverev a.,0.034880077367875115
alcaraz c.,0.08087037391108595
medvedev d.,0.06975560089482882
djokovic n.,0.06860220083259091
sinner j.,0.05539002425066003
rublev a.,0.05276586538142436
norrie c.,0.04628623867696782
tsitsipas s.,0.04573524515368398
fritz t.,0.03731511148488484
ruud c.	,0.03603030990714859
zverev a.,0.03490662572750388
alcaraz c.,0.0808680626269635
medvedev d.,0.06966484124512064
djokovic n.,0.06845428334148124
sinner j.,0.05534559839146529
rublev a.,0.052845468908999854
norrie c.,0.04640588743249507
tsitsipas s.,0.04575945969241822
fritz t.,0.0374278842926812
ruud c.	,0.03597565924553518
zverev a.,0.03487890278983874
alcaraz c.,0.08081825138455609
medvedev d.,0.06974782282259932
djokovic n.,0.06855936781068951
sinner j.,0.05534951841198843
rublev a.,0.052784430313007905
norrie c.,0.046287654505053316
tsitsipas s.,0.04575168152302248
fritz t.,0.03734719742428937
ruud c.	,0.03603740668294814
zverev a.,0.03492422543083459
alcaraz c.,0.08081321886828607
medvedev d.,0.06966085133219763
djokovic n.,0.06863177545011945
sinner j.,0.05545034623587286
rublev a.,0.05277433880283072
norrie c.,0.046363743054655626
tsitsipas s.,0.045742803748045256
fritz t.,0.0374038320759431
ruud c.	,0.03599022514219387
zverev a.,0.03493145178764727
alcaraz c.,0.08079896668916378
medvedev d.,0.06972523688166751
djokovic n.,0.06860671193461214
sinner j.,0.05539736129872985
rublev a.,0.05285826750343657
norrie c.,0.046324738817022655
tsitsipas s.,0.04567531739116085
fritz t.,0.03735305639447493
ruud c.	,0.035945281027203305
zverev a.,0.034950539450115795
alcaraz c.,0.08078942083515747
medvedev d.,0.06967128884385516
djokovic n.,0.06847566685548556
sinner j.,0.055344464331352455
rublev a.,0.05277375609572155
norrie c.,0.04636262265080038
tsitsipas s.,0.04582369779918452
fritz t.,0.037400262218392905
ruud c.	,0.03605292727740275
zverev a.,0.03486180264311508
alcaraz c.,0.08076939849509582
medvedev d.,0.06976044869558415
djokovic n.,0.06862343069003508
sinner j.,0.05540398287505396
rublev a.,0.052838317361017545
norrie c.,0.04634644354216153
tsitsipas s.,0.04570837530020822
fritz t.,0.03734318653750168
ruud c.	,0.035967014838096584
zverev a.,0.03493917451559417
alcaraz c.,0.08076745100148726
medvedev d.,0.0697699489626085
djokovic n.,0.06862237750265263
sinner j.,0.05540558898225932
rublev a.,0.05283571308747548
norrie c.,0.046305722736916674
tsitsipas s.,0.045714892228254395
fritz t.,0.03736665973982735
ruud c.	,0.03603568467274275
zverev a.,0.03496013902624211
alcaraz c.,0.08076653848289575
medvedev d.,0.06966219469482804
djokovic n.,0.06852689752076666
sinner j.,0.05540157473602559
rublev a.,0.05282575641878434
norrie c.,0.046397307462079096
tsitsipas s.,0.04576188211842025
fritz t.,0.037404192725693335
ruud c.	,0.03595843792201839
zverev a.,0.03489292572223294
alcaraz c.,0.08071822428539249
medvedev d.,0.06973715354458423
djokovic n.,0.06857234922523413
sinner j.,0.055372806583907516
rublev a.,0.05281952160741766
norrie c.,0.04634005990885088
tsitsipas s.,0.04574920525560979
fritz t.,0.037371481301648274
ruud c.	,0.03603351282903534
zverev a.,0.0349000613485349
alcaraz c.,0.08073363976204936
medvedev d.,0.06971607053592009
djokovic n.,0.0686310145654373
sinner j.,0.05541214506973044
